,train_acc,test_acc,train_loss,test_loss
0,0.12228571428571429,0.12766666666666668,5.7836105616669675,2.264512830592216
1,0.153,0.17933333333333334,2.213776170390926,2.1594448558827666
2,0.1662857142857143,0.18333333333333332,2.1618808910726957,2.1022433879527638
3,0.17457142857142857,0.16266666666666665,2.1365580313826262,2.1511788101906473
4,0.1757142857142857,0.18666666666666668,2.119694785984684,2.1249657222565186
5,0.17314285714285715,0.17966666666666667,2.1264566776414986,2.1244355237230343
6,0.1772857142857143,0.16166666666666665,2.1260707258633826,2.1404466768528554
7,0.18571428571428572,0.16833333333333333,2.1154864318838946,2.26204236771198
8,0.1767142857142857,0.19366666666666665,2.1199021001929017,2.140144197230643
9,0.18157142857142858,0.19433333333333333,2.1019960239053317,2.1037085576260344
10,0.19128571428571428,0.205,2.0891953293046996,2.0810539037623306
11,0.18971428571428572,0.17933333333333334,2.0841898667757914,2.113018016865913
12,0.19357142857142856,0.201,2.080543074433662,2.079394109705661
13,0.19428571428571428,0.20133333333333334,2.0698832845034665,2.064045151497455
14,0.2022857142857143,0.17933333333333334,2.080487050966585,2.0663822508872824
15,0.2022857142857143,0.20766666666666667,2.0655533026342523,2.08620252761435
16,0.20185714285714285,0.21566666666666667,2.0674520475135,2.0744929605341973
17,0.23114285714285715,0.25666666666666665,2.034185066070731,2.001492313882138
18,0.25085714285714283,0.2806666666666667,1.9612604874998467,1.9076666109105374
19,0.29,0.2956666666666667,1.897026911718116,1.9134206568941157
20,0.314,0.31833333333333336,1.8576741267557013,1.8513775886373316
21,0.32271428571428573,0.31,1.8219443908020787,1.837572251228576
22,0.34185714285714286,0.3243333333333333,1.796207257057434,1.8155037621234327
23,0.3494285714285714,0.33666666666666667,1.7785143351446004,1.7912009218905836
24,0.3507142857142857,0.35633333333333334,1.7501939959722022,1.7489547539264598
25,0.36557142857142855,0.37066666666666664,1.716282604491874,1.7424071076068472
26,0.3777142857142857,0.36733333333333335,1.6981151615647965,1.7266651468074068
27,0.3831428571428571,0.37466666666666665,1.6800938098942308,1.7223001350747777
28,0.3975714285714286,0.39766666666666667,1.6602524725813843,1.6606183724200472
29,0.4072857142857143,0.4086666666666667,1.6336503241160145,1.6445597613111456
30,0.4237142857142857,0.41,1.5927528001402067,1.6343903161109763
31,0.43028571428571427,0.4026666666666667,1.5839182154773033,1.6393980561418737
32,0.441,0.41733333333333333,1.553563533852634,1.6136285396332437
33,0.4542857142857143,0.436,1.5328254122712297,1.5806700206817466
34,0.45042857142857146,0.42966666666666664,1.5233166860118847,1.572159546486875
35,0.464,0.44733333333333336,1.4999132657159953,1.5684437219132767
36,0.4692857142857143,0.44466666666666665,1.4780944738213875,1.5598536488857675
