,train_acc,test_acc,train_loss,test_loss
0,0.10585714285714286,0.09866666666666667,2.6208929776056715,2.469472050666809
1,0.10285714285714286,0.11466666666666667,2.4119609196980796,2.4140664618066014
2,0.11714285714285715,0.12666666666666668,2.357158668509357,2.2910896641142826
3,0.12542857142857142,0.16466666666666666,2.2868966076472033,2.289617710925163
4,0.15128571428571427,0.187,2.2085537736274334,2.1446301721512
5,0.16557142857142856,0.16066666666666668,2.161054920388139,2.1249396179584745
6,0.18071428571428572,0.18933333333333333,2.129384750100576,2.1001960406912135
7,0.185,0.17766666666666667,2.114067954015514,2.1290731518826584
8,0.2062857142857143,0.226,2.077812462636869,2.0270679428222333
9,0.23014285714285715,0.24233333333333335,2.037297783376964,2.0097766264956047
10,0.23557142857142857,0.22433333333333333,2.014316917010094,2.0188408963223723
11,0.24857142857142858,0.25733333333333336,1.9882869802109182,1.9711175002950303
12,0.26242857142857146,0.22733333333333333,1.9487199309754044,2.0189300179481506
13,0.2725714285714286,0.2763333333333333,1.9295722246170044,1.918863370063457
14,0.27614285714285713,0.259,1.9230608461110015,1.906248390674591
15,0.272,0.2783333333333333,1.9103705012090675,1.9092194767708475
16,0.2894285714285714,0.27166666666666667,1.8903736398644644,1.9148569424101647
17,0.2967142857142857,0.293,1.8667377293382061,1.8794036355424435
18,0.3072857142857143,0.31366666666666665,1.8475272737137258,1.8560311033370647
19,0.318,0.3383333333333333,1.8178234056795024,1.8201034259288869
20,0.3384285714285714,0.348,1.7986845404045766,1.789226104604437
21,0.3467142857142857,0.343,1.775218078534897,1.796323389449018
22,0.3537142857142857,0.36133333333333334,1.7496465096190639,1.7547051348584763
23,0.36314285714285716,0.356,1.739953245202156,1.7569047453555655
24,0.37,0.35833333333333334,1.7243478679221516,1.7717126874213522
25,0.377,0.38333333333333336,1.7008026326628036,1.7159895224774138
26,0.377,0.38266666666666665,1.7050709577455914,1.7123362789762782
27,0.395,0.37933333333333336,1.6652726833134481,1.7147916682223057
28,0.39685714285714285,0.3863333333333333,1.6557883062319123,1.6838317094965185
29,0.3955714285714286,0.413,1.6453928860355185,1.653889904630945
30,0.409,0.40166666666666667,1.6192237982466884,1.651127519759726
31,0.4157142857142857,0.402,1.6048391044956365,1.6355242538959422
32,0.41728571428571426,0.416,1.592148548391856,1.6314906947156216
33,0.4267142857142857,0.4013333333333333,1.5678133735918018,1.6198223892678605
34,0.43757142857142856,0.4063333333333333,1.5555538586829896,1.6022215092435796
35,0.44485714285714284,0.424,1.5409359224310748,1.6054553009094077
36,0.44857142857142857,0.428,1.5240152791210506,1.597385308843978
37,0.45285714285714285,0.4246666666666667,1.5074896121133952,1.579608976840973
38,0.45914285714285713,0.43566666666666665,1.493159613108526,1.5675673992075818
39,0.4614285714285714,0.43166666666666664,1.4812876187503066,1.5570747268960832
40,0.4727142857142857,0.43833333333333335,1.455413149916418,1.5502236460117584
41,0.47914285714285715,0.441,1.4532625168970186,1.54507681283545
42,0.4845714285714286,0.44766666666666666,1.433817261974561,1.5363248675427539
43,0.49314285714285716,0.44966666666666666,1.418426044455402,1.518552932333439
44,0.49657142857142855,0.44433333333333336,1.4017702275759554,1.5244309331508392
45,0.49314285714285716,0.4583333333333333,1.4075915805281025,1.5048808785195047
46,0.504,0.45766666666666667,1.3977328615101505,1.515747997354954
47,0.5102857142857142,0.4686666666666667,1.3645861352959725,1.492188998993407
48,0.5134285714285715,0.4603333333333333,1.3711436077884342,1.4835848503924431
49,0.5185714285714286,0.47,1.3598043850567787,1.4730440035779426
50,0.5221428571428571,0.4696666666666667,1.3442270782984556,1.4721936380609553
51,0.517,0.4716666666666667,1.3408961794147753,1.4671415166651949
52,0.5398571428571428,0.4703333333333333,1.3164867845844461,1.4836682613859786
53,0.5354285714285715,0.469,1.3155966248686455,1.464250697734508
54,0.5335714285714286,0.4786666666666667,1.3168344192853256,1.4634344057833895
55,0.5374285714285715,0.48,1.3059860037886388,1.4586767186509801
56,0.5401428571428571,0.47733333333333333,1.29638574303013,1.4443047059343217
57,0.5394285714285715,0.49266666666666664,1.2917383223363799,1.4351739014716858
58,0.545,0.48,1.2772140247092398,1.4391789030521474
59,0.5501428571428572,0.484,1.2731911746878601,1.449225459961181
60,0.5482857142857143,0.4816666666666667,1.2694942951202393,1.4436883609345619
61,0.5461428571428572,0.48433333333333334,1.2724416566221681,1.4335590474149014
62,0.5544285714285714,0.482,1.2663529586029925,1.4421324159236664
63,0.5505714285714286,0.4856666666666667,1.2709531484673557,1.4336079739509744
64,0.5545714285714286,0.478,1.265270884178545,1.4331374720056007
65,0.5532857142857143,0.486,1.2621809625190143,1.4273721867419304
66,0.563,0.487,1.2450659849327994,1.4275510171626478
67,0.553,0.484,1.2513738045953724,1.4268014481727114
68,0.5615714285714286,0.492,1.248293384841588,1.42425503882956
69,0.5617142857142857,0.496,1.2446324939597142,1.4169533493671012
70,0.5607142857142857,0.498,1.240155749669358,1.4207802446598703
71,0.5651428571428572,0.485,1.2342502314206127,1.4194162348483472
72,0.5681428571428572,0.4846666666666667,1.2267011861278587,1.422252502847225
73,0.5618571428571428,0.49866666666666665,1.2456587212815133,1.4153197014585455
74,0.5664285714285714,0.493,1.2403251996867732,1.4117081292132114
75,0.5621428571428572,0.49433333333333335,1.2312363198358718,1.4251202750713268
76,0.5635714285714286,0.49366666666666664,1.2317124207814534,1.422001951552452
77,0.5665714285714286,0.49066666666666664,1.230358203524324,1.4242186495598326
78,0.565,0.49,1.227956135795541,1.4241565022062748
79,0.5665714285714286,0.49733333333333335,1.2261621456712348,1.4145448588310403
80,0.5674285714285714,0.49066666666666664,1.234244461745432,1.4161561366091384
81,0.564,0.494,1.224720802481316,1.4044731893437974
82,0.5762857142857143,0.49633333333333335,1.2188284075967797,1.4177560413137396
83,0.5702857142857143,0.48933333333333334,1.2221983358195927,1.4179305193272043
84,0.5615714285714286,0.492,1.2329451373723,1.4195005297660828
85,0.571,0.495,1.2227662739144067,1.4163744253046968
86,0.5687142857142857,0.49233333333333335,1.225165190489869,1.4148536622524261
87,0.5641428571428572,0.49233333333333335,1.2297443622323476,1.4197535907968561
88,0.5668571428571428,0.49833333333333335,1.2280257303420812,1.4173125599293
89,0.5725714285714286,0.49766666666666665,1.215927033936052,1.409850409056278
90,0.5665714285714286,0.5023333333333333,1.2297596065965417,1.4109330760671737
91,0.5701428571428572,0.49533333333333335,1.2328923589562717,1.4169937524389713
